Latitude,Longitude,Elevation,Elevation_bestfit,Canopy,std,Easting,Northing,Brightness_Flag,Snow_Flag,ReferenceElevation,VerticalErrors,season,date,Elevation_Coregistered,differences,slope,aspect
43.24149,-116.702,NaN,1329.507,48.14954,3.402823e+38,524196.49975,4787675.00025,0,1,1348.48950195312,NaN,4,2018.90410958904,NaN,NaN,22.1544193403509,316.753902959172
43.24239,-116.7021,NaN,1342.739,43.69434,3.402823e+38,524187.19975,4787775.00025,0,1,1365.01208496094,NaN,4,2018.90410958904,NaN,NaN,23.4936470511358,283.367382876573
43.24329,-116.7022,NaN,1333.634,50.06812,3.402823e+38,524177.99975,4787874.00025,0,1,1357.49340820312,NaN,4,2018.90410958904,NaN,NaN,16.7943840167842,237.350451622544
43.24418,-116.7023,NaN,1318.901,47.01746,3.402823e+38,524167.69975,4787974.00025,0,1,1338.90075683594,NaN,4,2018.90410958904,NaN,NaN,20.5249302489486,247.647667491822
43.24508,-116.7024,NaN,1317.009,43.83691,3.402823e+38,524157.29975,4788074.00025,0,1,1337.16015625,NaN,4,2018.90410958904,NaN,NaN,16.8534964739835,275.047873183466
43.24688,-116.7027,NaN,1293.355,42.97168,3.402823e+38,524138.89975,4788274.00025,0,1,1309.56457519531,NaN,4,2018.90410958904,NaN,NaN,15.3608387322441,224.313293437883
43.24867,-116.7029,NaN,1291.465,30.42261,3.402823e+38,524119.29975,4788473.00025,0,1,1299.5234375,NaN,4,2018.90410958904,NaN,NaN,13.0705449539647,291.925429954683
43.24957,-116.703,NaN,1293.482,32.84009,3.402823e+38,524108.99975,4788574.00025,0,1,1307.35766601562,NaN,4,2018.90410958904,NaN,NaN,15.5265242552717,268.454137953417
43.20384,-116.6961,1489.284,1488.023,10.33447,3.88878,524687.39975,4783496.00025,0,1,1489.03283691406,0.251163085937606,4,2018.90410958904,1490.06050878906,1.0276718749999,9.0111599630833,48.8786141388109
43.20474,-116.6962,1492.755,1493.463,9.632446,1.424182,524678.19975,4783598.00025,0,1,1493.21728515625,-0.462285156249891,4,2018.90410958904,1493.53150878906,0.314223632809899,4.88667359789764,189.143541503899
43.20564,-116.6964,1474.848,1478.343,13.09851,2.689458,524667.89975,4783696.00025,0,1,1480.06323242188,-5.21523242187504,4,2018.90410958904,1475.62450878906,-4.43872363282003,13.2892671716627,225.498346221025
43.20654,-116.6965,1473.254,1473.568,9.504883,1.84202,524657.49975,4783796.00025,0,1,1473.95886230469,-0.704862304687595,4,2018.90410958904,1474.03050878906,0.0716464843699214,10.63754497419,295.989293137592
43.20744,-116.6966,1479.544,1480.315,6.36084,1.07326,524648.19975,4783895.00025,0,1,1480.56628417969,-1.0222841796874,4,2018.90410958904,1480.32050878906,-0.245775390629888,8.34021233488259,285.506790792296
43.21552,-116.6976,1496.419,1495.985,3.488037,3.25558,524560.69975,4784792.00025,0,1,1498.18188476562,-1.7628847656249,4,2018.90410958904,1497.19550878906,-0.986375976559884,14.2988734707837,114.921166202414
43.21642,-116.6977,1481.794,1487.121,4.064941,3.41055,524550.29975,4784892.00025,0,1,1487.22277832031,-5.4287783203124,4,2018.90410958904,1482.57050878906,-4.65226953124989,11.0482553632706,175.106738418197
43.21731,-116.6979,1472.417,1463.787,7.95166,3.789591,524539.99975,4784992.00025,0,1,1468.38037109375,4.03662890624992,4,2018.90410958904,1473.19350878906,4.81313769530993,13.9383610233654,212.727721866278
43.21821,-116.698,1435.308,1435.888,6.20874,5.708688,524530.79975,4785092.00025,0,1,1439.0107421875,-3.70274218750001,4,2018.90410958904,1436.08450878906,-2.92623339843999,21.5506088072233,219.656854268087
43.21911,-116.6981,1420.31,1419.744,5.33667,3.04642,524521.49975,4785190.00025,0,1,1422.767578125,-2.45757812500005,4,2018.90410958904,1421.08650878906,-1.68106933594004,18.3406554497657,265.608995957635
43.22001,-116.6982,1427.62,1430.235,5.947632,5.206759,524510.09975,4785290.00025,0,1,1431.22778320312,-3.60778320312511,4,2018.90410958904,1428.39650878906,-2.83127441406009,18.9365472955223,312.68568458895
43.22091,-116.6983,NaN,1433.537,11.81592,3.402823e+38,524501.89975,4785390.00025,0,1,1443.5146484375,NaN,4,2018.90410958904,NaN,NaN,17.1343027839852,276.876202053885
43.2218,-116.6984,NaN,1430.086,9.968018,3.402823e+38,524492.69975,4785490.00025,0,1,1436.07287597656,NaN,4,2018.90410958904,NaN,NaN,20.2768374790897,236.276259889359
43.2227,-116.6986,NaN,1402.11,7.775757,3.402823e+38,524482.39975,4785590.00025,0,1,1405.32446289062,NaN,4,2018.90410958904,NaN,NaN,18.5762854108622,209.045789653995
43.2236,-116.6987,1378.279,1370.284,10.43896,5.186158,524470.89975,4785690.00025,0,1,1381.66040039062,-3.381400390625,4,2018.90410958904,1379.05550878906,-2.60489160155998,20.7302649406938,264.455102002289
43.22449,-116.6988,1394.301,1393.194,9.511108,6.57007,524462.79975,4785790.00025,0,1,1395.74145507812,-1.44045507812507,4,2018.90410958904,1395.07750878906,-0.66394628906005,19.0818004269638,299.991682911166
43.2254,-116.6989,NaN,1417.039,13.46851,3.402823e+38,524453.59975,4785889.00025,0,1,1425.65344238281,NaN,4,2018.90410958904,NaN,NaN,19.2597056762317,187.940428191027
43.22629,-116.699,NaN,1422.277,13.99927,3.402823e+38,524442.09975,4785988.00025,0,1,1429.53442382812,NaN,4,2018.90410958904,NaN,NaN,17.4972616090835,236.766955489173
43.22719,-116.6991,NaN,1410.432,10.34216,3.402823e+38,524432.89975,4786088.00025,0,1,1417.72229003906,NaN,4,2018.90410958904,NaN,NaN,22.2693238727004,286.664478557815
43.22809,-116.6992,NaN,1430.608,10.84778,3.402823e+38,524423.59975,4786188.00025,0,1,1432.49145507812,NaN,4,2018.90410958904,NaN,NaN,19.0578034347643,284.385244504296
43.22898,-116.6994,1419.55,1419.25,7.256226,3.303256,524414.39975,4786287.00025,0,1,1421.23498535156,-1.68498535156255,4,2018.90410958904,1420.32650878906,-0.908476562500027,15.9602597418105,239.299397021286
43.22989,-116.6995,1403.393,1406.181,13.06909,2.128029,524404.09975,4786387.00025,0,1,1407.26684570312,-3.87384570312497,4,2018.90410958904,1404.16950878906,-3.09733691405995,9.63922405941516,206.170926230344
43.23078,-116.6996,1391.21,1389.853,13.55457,3.063326,524393.69975,4786487.00025,0,1,1390.94274902344,0.267250976562536,4,2018.90410958904,1391.98650878906,1.04375976562005,8.49206377027093,196.954998645203
43.23168,-116.6997,1377.772,1378.803,10.20874,3.097113,524383.39975,4786586.00025,0,1,1379.35668945312,-1.58468945312507,4,2018.90410958904,1378.54850878906,-0.808180664060046,6.73334440739821,200.660495880667
43.23258,-116.6998,1368.105,1367.508,11.82031,3.119269,524374.09975,4786686.00025,0,1,1367.88903808594,0.215961914062518,4,2018.90410958904,1368.88150878906,0.992470703120034,10.851779142512,235.659850483435
43.23348,-116.6999,1372.743,1370.345,11.6709,2.715624,524364.89975,4786786.00025,0,1,1371.28637695312,1.45662304687494,4,2018.90410958904,1373.51950878906,2.23313183593996,12.6207764642954,300.362902881629
43.23438,-116.7001,1376.816,1376.459,11.50208,1.258964,524354.59975,4786886.00025,0,1,1376.87976074219,-0.0637607421874691,4,2018.90410958904,1377.59250878906,0.712748046870047,11.4067495926675,288.277692782856
43.23527,-116.7002,1380.363,1380.012,11.5238,1.420503,524344.19975,4786985.00025,0,1,1381.51623535156,-1.15323535156244,4,2018.90410958904,1381.13950878906,-0.376726562499925,11.4459301904317,300.844332425869
43.23617,-116.7003,1384.261,1386.397,13.59705,1.02681,524334.99975,4787086.00025,0,1,1386.64782714844,-2.38682714843753,4,2018.90410958904,1385.03750878906,-1.61031835938002,10.3659027602663,262.523431650956
43.23707,-116.7004,1377.189,1377.111,13.87158,4.09336,524324.69975,4787185.00025,0,1,1377.60827636719,-0.419276367187422,4,2018.90410958904,1377.96550878906,0.357232421870094,12.8154928262291,245.423599814431
43.23796,-116.7005,1369.52,1370.326,9.799805,0.5634511,524315.39975,4787284.00025,0,1,1374.86279296875,-5.34279296875002,4,2018.90410958904,1370.29650878906,-4.56628417969,16.0066652681919,281.469286549741
43.23886,-116.7007,1369.965,1372.909,9.925537,2.01899,524305.09975,4787384.00025,0,1,1373.96081542969,-3.99581542968758,4,2018.90410958904,1370.74150878906,-3.21930664063007,19.2737256186019,254.727072152647
43.23976,-116.7008,NaN,1362.726,7.559204,3.402823e+38,524294.79975,4787484.00025,0,1,1365.03820800781,NaN,4,2018.90410958904,NaN,NaN,16.2708308800501,245.322455159213
43.24066,-116.7009,1353.108,1351.206,12.67883,1.135345,524285.49975,4787583.00025,0,1,1355.12536621094,-2.01736621093755,4,2018.90410958904,1353.88450878906,-1.24085742188004,17.097137864887,270.383134872823
43.24156,-116.701,1359.098,1352.31,13.45642,7.891346,524275.19975,4787683.00025,0,1,1358.26062011719,0.837379882812456,4,2018.90410958904,1359.87450878906,1.61388867186997,20.6799141691516,302.663483149405
43.24245,-116.7011,1375.778,1380.13,5.15686,3.786949,524264.79975,4787782.00025,0,1,1379.46606445312,-3.68806445312498,4,2018.90410958904,1376.55450878906,-2.91155566405996,11.932238263536,269.360042395312
43.24335,-116.7012,1376.053,1375.38,8.963623,3.811205,524255.59975,4787883.00025,0,1,1375.76416015625,0.288839843750111,4,2018.90410958904,1376.82950878906,1.0653486328099,17.1134756271757,231.354410645256
43.24425,-116.7014,1353.673,1353.193,11.16492,0.6012659,524244.19975,4787982.00025,0,1,1361.69262695312,-8.019626953125,4,2018.90410958904,1354.44950878906,-7.24311816405998,23.1617579162333,285.844995886516
43.24515,-116.7015,1361.793,1366.237,10.52856,2.806101,524234.89975,4788082.00025,0,1,1365.93591308594,-4.14291308593761,4,2018.90410958904,1362.56950878906,-3.36640429688009,22.1174133388459,252.925163220299
43.24604,-116.7016,1348.112,1347.276,5.890747,4.583838,524224.59975,4788181.00025,0,1,1348.03503417969,0.07696582031258,4,2018.90410958904,1348.88850878906,0.853474609370096,13.7410563305221,221.02097894232
43.24694,-116.7017,1325.859,1326.44,6.037231,6.68643,524214.29975,4788282.00025,0,1,1328.51000976562,-2.65100976562508,4,2018.90410958904,1326.63550878906,-1.87450097656006,17.7086828027396,237.742417926088
43.24784,-116.7019,1308.585,1306.231,9.196655,5.025262,524204.99975,4788380.00025,0,1,1311.19287109375,-2.60787109374996,4,2018.90410958904,1309.36150878906,-1.83136230468995,19.0785942349617,237.36388137888
43.24874,-116.702,1303.68,1302.571,13.23511,3.519067,524193.59975,4788481.00025,0,1,1307.42004394531,-3.74004394531244,4,2018.90410958904,1304.45650878906,-2.96353515624992,19.3306588953231,128.872422733054
43.24964,-116.7021,1320.108,1323.056,11.13037,2.690557,524184.39975,4788580.00025,0,1,1321.44946289062,-1.34146289062505,4,2018.90410958904,1320.88450878906,-0.564954101560033,11.6772559784493,127.549375851034
43.25053,-116.7022,1312.048,1310.82,12.50903,1.615591,524172.89975,4788680.00025,0,1,1310.18225097656,1.8657490234375,4,2018.90410958904,1312.82450878906,2.64225781250002,11.305132287181,244.436066037537
43.25143,-116.7023,1302.029,1298.608,11.72131,0.7178076,524163.69975,4788778.00025,0,1,1304.87524414062,-2.846244140625,4,2018.90410958904,1302.80550878906,-2.06973535155998,9.08436414979694,265.398462165675
43.25233,-116.7025,1298.669,1297.777,7.29248,0.2885182,524153.39975,4788879.00025,0,1,1302.06213378906,-3.3931337890624,4,2018.90410958904,1299.44550878906,-2.61662499999989,15.5432880952561,257.673759864927
43.25323,-116.7026,1304.371,1304.228,5.071167,1.995229,524141.89975,4788978.00025,0,1,1306.19152832031,-1.82052832031241,4,2018.90410958904,1305.14750878906,-1.04401953124989,15.5533243414496,263.274758295643
43.25412,-116.7027,1317.299,1322.824,7.797241,4.765879,524133.79975,4789078.00025,0,1,1323.96508789062,-6.66608789062502,4,2018.90410958904,1318.07550878906,-5.88957910156,16.955248703686,244.957454857651
43.25502,-116.7028,NaN,1326.655,12.60657,3.402823e+38,524122.39975,4789178.00025,0,1,1332.58154296875,NaN,4,2018.90410958904,NaN,NaN,17.8711560443432,207.21578145478
43.25592,-116.7029,1312.076,1308.583,7.31665,2.504875,524111.99975,4789278.00025,0,1,1314.60131835938,-2.52531835937498,4,2018.90410958904,1312.85250878906,-1.74880957031996,15.4176070757757,216.595491863533
43.11675,-116.718,1983.187,1987.221,13.10974,4.257963,522937.8,4773818,0,2,1988.24096679688,-5.0539667968751,1,2019.15342465753,1983.96350878906,-4.27745800782009,17.6787308651206,142.225902688432
43.11765,-116.7182,1970.433,1970.128,11.87781,3.256411,522927.4,4773918,0,2,1971.76953125,-1.33653125000001,1,2019.15342465753,1971.20950878906,-0.56002246093999,7.68279383077059,206.848218138255
43.11855,-116.7183,1962.375,1962.205,11.47571,3.660781,522917.1,4774018,0,2,1963.24255371094,-0.8675537109375,1,2019.15342465753,1963.15150878906,-0.091044921879984,10.2307594813747,246.065635972622
43.11945,-116.7184,1955.408,1954.619,12.48694,0.7745057,522907.8,4774118,0,2,1956.421875,-1.0138750000001,1,2019.15342465753,1956.18450878906,-0.237366210940081,10.7054010457661,270.212508609501
43.12035,-116.7185,1945.691,1942.895,14.31921,10.26388,522898.6,4774218,0,2,1944.81774902344,0.873250976562531,1,2019.15342465753,1946.46750878906,1.64975976562005,17.9909589101267,206.666414130053
43.12124,-116.7187,1908.165,1906.489,14.50256,9.497638,522887.2,4774317,0,2,1909.63793945312,-1.47293945312504,1,2019.15342465753,1908.94150878906,-0.696430664060017,18.5229225919245,212.200952843301
43.12214,-116.7188,1892.607,1890.715,12.60779,1.304888,522876.8,4774416,0,2,1894.76379394531,-2.15679394531253,1,2019.15342465753,1893.38350878906,-1.38028515625001,18.6642083512438,272.424995826093
43.12304,-116.7189,1892.677,1890.907,26.78284,0.4907908,522866.5,4774516,0,2,1893.77185058594,-1.09485058593759,1,2019.15342465753,1893.45350878906,-0.318341796880077,19.8752125986274,269.704663736736
43.14189,-116.7214,1673.789,1675.211,18.79382,2.141177,522656.2,4776610,0,2,1676.87268066406,-3.08368066406251,1,2019.15342465753,1674.56550878906,-2.30717187499999,9.15267957371217,230.147477855254
43.14279,-116.7215,1666.707,1667.796,13.81982,3.287627,522645.8,4776709,0,2,1668.26831054688,-1.56131054687489,1,2019.15342465753,1667.48350878906,-0.784801757820105,8.28180613555697,233.60328755518
43.14369,-116.7216,1652.424,1653.265,14.39917,4.351058,522635.5,4776808,0,2,1654.91955566406,-2.49555566406252,1,2019.15342465753,1653.20050878906,-1.719046875,10.0994002918848,213.161852743821
43.14458,-116.7218,1636.082,1636.4,13.76257,5.201305,522626.3,4776908,0,2,1637.96765136719,-1.88565136718739,1,2019.15342465753,1636.85850878906,-1.1091425781301,13.2517534461847,223.954545341669
43.14548,-116.7219,1615.468,1613.137,13.72217,3.744225,522616,4777008,0,2,1618.05383300781,-2.58583300781243,1,2019.15342465753,1616.24450878906,-1.80932421874991,13.7645477092116,228.525196753181
43.14638,-116.722,1610.916,1610.735,14.26062,2.118983,522605.7,4777108,0,2,1611.61413574219,-0.69813574218756,1,2019.15342465753,1611.69250878906,0.0783730468699559,13.3558764852731,261.304447544709
43.14728,-116.7221,1598.772,1599.589,17.68835,6.08552,522595.3,4777208,0,2,1600.80529785156,-2.03329785156257,1,2019.15342465753,1599.54850878906,-1.25678906250005,13.8032021727805,233.744911389002
43.14818,-116.7222,1578.056,1578.921,15.3761,5.242723,522585,4777308,0,2,1582.1884765625,-4.13247656249996,1,2019.15342465753,1578.83250878906,-3.35596777343994,12.7133254844442,223.859850860434
43.14907,-116.7224,1563.366,1565.593,12.11499,3.300133,522575.8,4777407,0,2,1566.64929199219,-3.28329199218751,1,2019.15342465753,1564.14250878906,-2.50678320313,12.2648061302792,228.840103981997
43.14997,-116.7225,1549.583,1550.467,13.77905,4.537934,522565.5,4777506,0,2,1551.32678222656,-1.74378222656242,1,2019.15342465753,1550.35950878906,-0.967273437499898,10.1943876139577,217.448125125803
43.15087,-116.7226,1533.608,1532.279,14.44556,1.826519,522555.1,4777606,0,2,1535.10339355469,-1.49539355468755,1,2019.15342465753,1534.38450878906,-0.718884765630037,13.332339694717,230.395674037271
43.15177,-116.7227,1532.624,1532.386,12.18665,0.6080157,522545.9,4777706,0,2,1533.5888671875,-0.964867187499976,1,2019.15342465753,1533.40050878906,-0.188358398439959,9.43807308757518,269.950076261794
43.15267,-116.7228,1526.042,1525.957,14.58923,2.570616,522536.7,4777806,0,2,1527.79345703125,-1.75145703125008,1,2019.15342465753,1526.81850878906,-0.974948242190067,8.95918953028225,243.059285284923
43.15356,-116.723,1525.546,1526.582,12.08398,0.8765706,522525.2,4777905,0,2,1527.11999511719,-1.57399511718745,1,2019.15342465753,1526.32250878906,-0.797486328129935,9.10471025177134,288.415467099652
43.11897,-116.7174,1969.091,1969.432,8.739136,0.8258556,522986.9,4774066,0,2,1969.75561523438,-0.664615234375106,1,2019.15342465753,1969.86750878906,0.111893554679909,3.1895871459942,213.621126505139
43.12167,-116.7178,NaN,1817.253,NaN,3.402823e+38,522957,4774364,0,2,1918.81750488281,NaN,1,2019.15342465753,NaN,NaN,16.4125371023973,266.770018107209
43.14286,-116.7206,1667.972,1667.838,19.17761,0.6429697,522722.5,4776717,0,2,1675.62280273438,-7.65080273437502,1,2019.15342465753,1668.74850878906,-6.87429394532001,9.47954026070545,220.058891796835
43.14465,-116.7208,1645.009,1626.791,28.03687,6.505497,522701.8,4776916,0,2,1640.33581542969,4.67318457031251,1,2019.15342465753,1645.78550878906,5.44969335937003,14.7413074514842,189.041929377231
43.14914,-116.7214,1565.902,1560.466,21.7063,10.17501,522652.4,4777414,0,2,1571.98706054688,-6.08506054687496,1,2019.15342465753,1566.67850878906,-5.30855175781994,11.9379892965606,175.692642827896
43.15004,-116.7215,1547.826,1549.52,18.76233,3.099636,522642.1,4777514,0,2,1551.90661621094,-4.08061621093748,1,2019.15342465753,1548.60250878906,-3.30410742187996,12.180011797983,200.486911755939
43.15094,-116.7217,1541.715,1541.625,106.0221,0.2766898,522632.8,4777614,0,2,1548.65185546875,-6.93685546875008,1,2019.15342465753,1542.49150878906,-6.16034667969006,11.1659689440551,280.018522627144
43.2084,-116.7293,NaN,1343.432,NaN,3.402823e+38,521993.6,4783994,0,2,1276.49328613281,NaN,1,2019.15342465753,NaN,NaN,12.8794842090164,289.369147043327
43.15571,-116.7183,1500.297,1495.331,31.2522,3.42186,522906.5,4778144,0,1,1498.46923828125,1.82776171875003,2,2019.40273972603,1501.07350878906,2.60427050781004,18.1274470443521,208.551753970024
43.1584,-116.7186,1489.641,1491.103,14.70837,0.9131708,522876.7,4778444,0,1,1492.30517578125,-2.66417578124992,2,2019.40273972603,1490.41750878906,-1.88766699218991,23.0900670955553,281.780038388769
43.20552,-116.8541,1765.975,1767.935,5.785889,10.169,511852.89975,4783648.00025,0,1,1770.17224121094,-4.19724121093759,3,2019.65205479452,1766.75150878906,-3.42073242188007,21.3406734174791,185.276853915699
43.20642,-116.8542,1742.003,1740.421,NaN,6.040591,511843.79975,4783748.00025,0,1,1741.12145996094,0.881540039062429,3,2019.65205479452,1742.77950878906,1.65804882811995,17.425271922436,139.904877184903
43.20732,-116.8543,1724.113,1724.636,3.963379,4.988925,511835.89975,4783848.00025,0,1,1724.57592773438,-0.462927734374944,3,2019.65205479452,1724.88950878906,0.313581054680071,12.4839001758263,145.314445578766
43.20821,-116.8544,1708.887,1708.614,NaN,3.933358,511825.69975,4783947.00025,0,1,1709.31494140625,-0.427941406250056,3,2019.65205479452,1709.66350878906,0.348567382809961,10.7070447677865,149.194137337587
43.20911,-116.8545,1695.678,1695.273,NaN,3.006708,511816.69975,4784048.00025,0,1,1696.1318359375,-0.453835937499889,3,2019.65205479452,1696.45450878906,0.322672851559901,10.226635786088,133.059552965701
43.21001,-116.8546,1690.452,1690.134,NaN,0.3906619,511807.59975,4784147.00025,0,1,1690.95629882812,-0.504298828125002,3,2019.65205479452,1691.22850878906,0.272209960940017,9.25971732522847,96.0377535181672
43.21091,-116.8548,1690.767,1692.103,NaN,0.9192203,511799.69975,4784246.00025,0,1,1691.46643066406,-0.699430664062447,3,2019.65205479452,1691.54350878906,0.0770781250000709,7.46746945941031,90.2778994330252
43.21181,-116.8549,1696.76,1697.332,NaN,3.416369,511790.59975,4784346.00025,0,1,1697.03454589844,-0.274545898437509,3,2019.65205479452,1697.53650878906,0.501962890620007,7.50250445122011,56.8425021448901
43.21271,-116.855,1697.615,1697.414,NaN,1.148863,511781.59975,4784446.00025,0,1,1698.07373046875,-0.458730468749991,3,2019.65205479452,1698.39150878906,0.317778320310026,6.44037828457151,130.805370538627
43.21361,-116.8551,1690.071,1688.719,3.154541,2.007992,511771.39975,4784546.00025,0,1,1690.19873046875,-0.127730468750087,3,2019.65205479452,1690.84750878906,0.64877832030993,19.6186235452077,103.678353556545
43.2145,-116.8552,1689.956,1690.119,3.541626,0.4852294,511763.49975,4784646.00025,0,1,1690.03234863281,-0.0763486328125964,3,2019.65205479452,1690.73250878906,0.700160156249922,17.3233393309924,91.1398114966693
43.2154,-116.8553,1697.877,1697.935,NaN,3.618511,511753.29975,4784746.00025,0,1,1698.53674316406,-0.659743164062547,3,2019.65205479452,1698.65350878906,0.116765624999971,14.6749998526046,64.7447441988485
